# ID	lat[deg]	long[deg]	czHelio[km/s]	Ks	group	groupSize	latGroup[deg]	longGroup[deg]	czGroupHelio[km/s]
13220594-5728001	5.1589	307.0622	5707	10.849	100116	10	5.2636	307.4249	5542
08200658-5726535	-11.7512	272.3376	18205	11.208	200142	9	-12.0182	272.0214	18247
13200919-5725561	5.2234	306.8051	4378	10.625	111497	1	5.2234	306.8051	4378
13235263-5723200	5.2069	307.3103	5798	10.802	100116	10	5.2636	307.4249	5542
13363492-5720032	5.0031	309.0189	7776	10.861	107951	1	5.0031	309.0189	7776
08123235-5714340	-12.5091	271.6067	18630	10.576	200142	9	-12.0182	272.0214	18247
06455823-5713595	-23.2609	266.8503	16089	11.691	202012	2	-23.3053	266.6629	16172
08192328-5713431	-11.7150	272.0951	18655	11.560	200142	9	-12.0182	272.0214	18247
08205880-5705337	-11.4599	272.0974	18060	11.063	200142	9	-12.0182	272.0214	18247
05505310-5702292	-30.6001	265.3340	18370	11.517	203486	1	-30.6001	265.3339	18370
20324321-5659431	-36.1380	340.4983	14478	11.118	204202	1	-36.1380	340.4983	14478
06235347-5659189	-26.1363	265.8843	23675	11.257	0	1	-26.1363	265.8843	23675
19480915-5658553	-30.0748	340.5569	16520	11.364	203754	1	-30.0748	340.5570	16520
07333600-5657086	-17.0634	268.8194	10227	11.150	206495	1	-17.0634	268.8194	10227
18503148-5644151	-22.2923	339.2860	5918	11.052	201214	3	-22.4943	339.3585	6034
18503403-5643551	-22.2965	339.2937	6085	11.672	201214	3	-22.4943	339.3585	6034
06265974-5642540	-25.6691	265.6718	15496	11.004	200026	26	-24.9884	264.0016	15425
12204910-5639029	5.9697	298.7095	3774	11.298	112447	1	5.9697	298.7096	3774
07453621-5635572	-15.4238	269.2086	17547	11.353	203539	1	-15.4238	269.2086	17547
12242398-5622398	6.2965	299.1724	7455	11.651	102772	2	6.2622	299.4636	7479
00431525-5619379	-60.7641	305.2546	8810	11.748	200069	14	-61.0899	306.0059	8241
08100471-5614147	-12.2790	270.5468	17943	10.929	200142	9	-12.0182	272.0214	18247
06002979-5610549	-29.2111	264.4723	12478	11.332	205232	1	-29.2111	264.4723	12478
06312614-5609482	-24.9577	265.2092	16336	10.727	200026	26	-24.9884	264.0016	15425
19281701-5603392	-27.2477	341.2407	16415	11.312	203751	1	-27.2477	341.2406	16415
06283715-5603010	-25.3189	264.9981	15768	11.031	200026	26	-24.9884	264.0016	15425
06290170-5600247	-25.2541	264.9639	15085	11.394	200026	26	-24.9884	264.0016	15425
19401271-5558028	-28.8872	341.5978	18014	11.588	203439	1	-28.8872	341.5979	18014
18220121-5552231	-18.2731	338.8028	9763	10.994	206584	1	-18.2731	338.8028	9763
08331855-5552067	-9.3644	272.0407	18891	11.260	201536	2	-9.1014	272.0896	18658
19380146-5551229	-28.5697	341.6824	12230	11.534	200927	3	-28.5485	341.3750	12002
14123838-5550342	5.2402	314.2125	12262	10.701	101491	2	5.3012	314.1885	11966
18314901-5550106	-19.5459	339.3531	5244	10.890	202168	2	-19.6344	339.4221	5314
12043484-5547536	6.4724	296.3365	8215	11.019	101279	3	6.4874	296.3238	8146
14015647-5547309	5.7256	312.7830	3959	10.711	100621	4	5.9322	313.4890	4045
06541438-5533330	-21.7096	265.4373	15358	11.508	200826	6	-22.3889	265.2622	15764
06551809-5533250	-21.5652	265.4817	15641	11.221	200826	6	-22.3889	265.2622	15764
06122668-5531564	-27.4657	263.9833	12673	11.698	205878	1	-27.4657	263.9833	12673
06545155-5531045	-21.6138	265.4221	15697	11.429	200826	6	-22.3889	265.2622	15764
19025597-5530280	-23.6462	341.0601	17007	11.357	203694	1	-23.6462	341.0601	17007
09011647-5529280	-6.0352	274.2015	12806	11.328	204959	1	-6.0352	274.2015	12806
06053556-5527114	-28.4156	263.7413	9584	11.589	208128	1	-28.4156	263.7412	9584
14062858-5526275	5.8837	313.4994	4085	11.341	100621	4	5.9322	313.4890	4045
06455634-5524525	-22.8004	264.9385	10557	10.716	201901	2	-22.9639	265.1285	10456
12550776-5523028	7.4839	303.4607	6177	11.344	111039	1	7.4838	303.4606	6177
05421562-5520342	-31.7042	263.2749	7070	11.686	200464	5	-31.7607	263.2463	7046
06265902-5519150	-25.3983	264.1561	10533	11.600	207363	1	-25.3984	264.1561	10533
19075668-5517509	-24.2886	341.4663	5222	11.628	211244	1	-24.2886	341.4663	5222
08255076-5512431	-9.8564	270.8827	10181	10.932	206060	1	-9.8565	270.8827	10181
19582909-5509128	-31.3908	342.7916	17501	11.730	201554	2	-30.7665	342.8128	17718
18185802-5508155	-17.5964	339.3489	21775	11.514	203062	1	-17.5964	339.3489	21775
19484054-5507004	-29.9903	342.7109	5150	11.169	211096	1	-29.9904	342.7108	5150
18552495-5505031	-22.5037	341.2083	6198	11.051	209975	1	-22.5037	341.2083	6198
08344652-5503416	-8.7249	271.4994	4119	10.332	202011	2	-8.7349	271.5353	4209
12220996-5501199	7.6092	298.7072	4662	11.025	111650	1	7.6092	298.7071	4662
18212772-5457371	-17.8601	339.6631	5091	11.303	211355	1	-17.8601	339.6632	5091
20035780-5453591	-32.1621	343.1362	16425	11.510	203912	1	-32.1620	343.1362	16425
20330387-5452262	-36.3450	343.1168	9274	11.473	208068	1	-36.3450	343.1168	9274
21043899-5449069	-40.8621	342.4803	12965	11.594	200680	6	-40.3155	342.9955	12960
18512181-5447492	-21.8651	341.3328	6419	11.029	209692	1	-21.8651	341.3328	6419
14190092-5447141	5.9476	315.4167	9828	10.512	105497	1	5.9476	315.4167	9828
00344145-5437547	-62.3263	308.1524	18880	11.705	203405	1	-62.3263	308.1524	18880
06040952-5437220	-28.5114	262.7743	9764	11.140	206924	1	-28.5114	262.7743	9764
19141282-5434270	-25.0082	342.4602	5252	10.963	201010	3	-25.1302	342.4578	5311
18465444-5429201	-21.1586	341.4477	16316	11.734	203999	1	-21.1587	341.4476	16316
06183926-5428139	-26.4115	262.9744	4634	11.332	211452	1	-26.4116	262.9744	4634
00183901-5425163	-62.0532	313.1273	10326	11.568	207211	1	-62.0532	313.1273	10326
05315795-5424518	-33.1504	262.1127	4516	10.947	211129	1	-33.1504	262.1126	4516
14263054-5422051	5.9638	316.5869	3187	11.014	112538	1	5.9638	316.5870	3187
18525345-5420296	-21.9488	341.8709	6815	11.564	210523	1	-21.9488	341.8709	6815
14151775-5419457	6.5567	315.0548	9792	11.084	106628	1	6.5567	315.0549	9792
08160608-5411048	-10.4696	269.2256	9015	11.697	208831	1	-10.4697	269.2256	9015
07450894-5404504	-14.3611	266.8449	21944	11.643	201626	2	-14.2556	266.5638	21763
08283076-5403065	-8.8817	270.1347	12648	11.412	205218	1	-8.8817	270.1347	12648
05235901-5402210	-34.3126	261.6458	16676	11.712	203957	1	-34.3126	261.6458	16676
18291281-5349546	-18.4971	341.2030	18136	11.449	203297	2	-17.7476	341.3443	17678
08085148-5343096	-11.1303	268.2514	12259	11.430	205470	1	-11.1302	268.2515	12259
19042121-5342395	-23.4038	343.0148	9023	11.728	200982	3	-23.1522	343.3896	8988
19392121-5340426	-28.4765	344.1684	7518	11.679	210207	1	-28.4765	344.1684	7518
06021853-5336387	-28.6456	261.5910	16137	11.716	204034	1	-28.6456	261.5910	16137
19212121-5335549	-25.8334	343.7546	9310	11.631	208162	1	-25.8333	343.7546	9310
08192544-5331401	-9.7021	268.9343	12382	10.708	200869	3	-9.3230	268.7502	12018
19365323-5330315	-28.0901	344.3000	13472	11.694	200494	5	-28.0500	344.7569	13505
08324457-5329585	-8.0527	270.0431	7886	11.422	209003	1	-8.0528	270.0431	7886
07444271-5325124	-14.1220	266.2060	21582	11.618	201626	2	-14.2556	266.5638	21763
08022885-5323394	-11.7801	267.4741	12076	11.661	200077	13	-11.8263	267.3457	12325
19365486-5318085	-28.0635	344.5318	13269	11.672	200494	5	-28.0500	344.7569	13505
18231168-5316416	-17.4625	341.3989	17219	10.865	203297	2	-17.7476	341.3443	17678
20155293-5316223	-33.8596	345.1383	15144	11.227	200085	12	-34.3328	345.6247	14784
07565085-5315586	-12.4490	266.9365	10232	10.923	206127	1	-12.4490	266.9365	10232
07574040-5315541	-12.3404	266.9969	11922	9.760	200077	13	-11.8263	267.3457	12325
08032639-5315505	-11.5910	267.4326	12379	10.852	200077	13	-11.8263	267.3457	12325
05503410-5314332	-30.3392	260.9361	10371	11.677	207270	1	-30.3392	260.9361	10371
20221859-5311034	-34.8207	345.2552	14613	11.667	200085	12	-34.3328	345.6247	14784
08000858-5309425	-11.9677	267.0904	12394	11.688	200077	13	-11.8263	267.3457	12325
14403005-5304547	6.3522	319.0059	4728	9.698	102827	2	6.4176	318.9794	4706
14282893-5303195	7.0797	317.3420	4670	11.000	111704	1	7.0797	317.3420	4670
07142879-5302224	-18.0981	263.9287	13979	10.968	204224	1	-18.0981	263.9286	13979
08063678-5255184	-11.0068	267.3789	11664	11.528	200077	13	-11.8263	267.3457	12325
07432797-5254297	-14.0589	265.6481	12941	11.122	204809	1	-14.0589	265.6481	12941
07494636-5254155	-13.2113	266.0919	12291	11.461	200898	3	-13.1888	266.0304	12117
14051544-5251538	8.4030	314.0702	5776	11.434	111474	1	8.4030	314.0702	5776
19294638-5251206	-26.9326	344.8317	13684	11.687	201647	2	-26.9486	345.1944	13858
18264256-5249160	-17.7815	342.0508	8792	11.253	207926	1	-17.7815	342.0508	8792
20183791-5249062	-34.2651	345.6953	14222	11.391	200085	12	-34.3328	345.6247	14784
20112633-5247086	-33.1774	345.6987	5719	11.727	211478	1	-33.1774	345.6987	5719
14381283-5244527	6.7973	318.8254	4683	11.604	102827	2	6.4176	318.9794	4706
07081507-5243325	-18.8651	263.2675	15402	11.624	204253	1	-18.8651	263.2674	15402
18130373-5243298	-15.8434	341.3030	17251	11.081	203467	1	-15.8434	341.3030	17251
14251293-5243085	7.5718	317.0022	10223	10.803	102247	2	7.5216	317.1098	10158
20184779-5242334	-34.2884	345.8277	15189	11.399	200085	12	-34.3328	345.6247	14784
20184737-5239274	-34.2864	345.8903	14737	11.497	200085	12	-34.3328	345.6247	14784
19443465-5234038	-29.1037	345.5447	14561	11.710	204783	1	-29.1036	345.5447	14561
06563417-5233070	-20.4807	262.4726	14089	11.307	204643	1	-20.4807	262.4726	14089
12104380-5231589	9.8430	296.6694	11476	11.651	101729	2	9.8992	296.6541	11326
14513085-5231421	6.1377	320.7571	10616	10.024	104639	1	6.1377	320.7571	10616
07485760-5230475	-13.1382	265.6776	12351	11.534	200898	3	-13.1888	266.0304	12117
07404315-5225153	-14.2149	265.0068	12604	11.231	200607	4	-14.5753	264.6802	12521
11092892-5225070	7.3887	287.5855	5736	10.929	110439	1	7.3886	287.5855	5736
14293735-5221012	7.6704	317.7676	10803	10.785	100389	5	7.2684	318.2206	10757
13271281-5218519	10.1720	308.4730	11805	11.020	101638	2	10.1513	308.4993	11984
12372752-5215578	10.5466	300.7572	15736	10.605	103735	1	10.5466	300.7572	15736
07394905-5213510	-14.2546	264.7682	21495	11.473	201563	2	-14.3255	264.6977	21702
14573760-5212141	5.9986	321.7406	4061	10.739	100964	3	6.0898	321.8945	4250
21434056-5206460	-47.1412	344.2059	15933	11.542	200936	3	-47.3851	344.7497	16183
14103702-5206059	8.8916	315.0866	4200	10.547	111130	1	8.8916	315.0867	4200
19231692-5200570	-25.8016	345.5421	13929	11.537	204757	1	-25.8017	345.5422	13929
07242668-5153156	-16.2561	263.4190	19705	11.523	203289	1	-16.2561	263.4190	19705
21165436-5152417	-43.1967	345.9229	22710	11.676	203034	1	-43.1966	345.9229	22710
07262484-5149311	-15.9525	263.4864	12405	11.481	200294	6	-15.6773	262.9567	12046
12070517-5146047	10.5041	295.9797	9349	11.515	107711	1	10.5041	295.9797	9349
13031471-5145471	11.0660	304.7930	27936	11.754	0	1	11.0660	304.7930	27936
12214873-5144210	10.8641	298.2697	14768	11.734	104785	1	10.8641	298.2696	14768
05551175-5141291	-29.4614	259.2518	9846	11.622	207303	1	-29.4614	259.2518	9846
13042293-5139222	11.1642	304.9777	8255	11.697	109921	1	11.1641	304.9776	8255
12260773-5132500	11.1277	298.9267	11516	11.735	106684	1	11.1276	298.9268	11516
13481557-5132261	10.3437	311.8574	8732	11.734	109513	1	10.3437	311.8574	8732
13282156-5130542	10.9379	308.7671	12193	11.227	102597	2	10.9980	308.6592	12157
07274366-5129345	-15.6314	263.2568	12418	11.327	200294	6	-15.6773	262.9567	12046
18273604-5127357	-17.4026	343.4299	14207	11.306	204454	1	-17.4026	343.4298	14207
13265118-5125242	11.0620	308.5439	12121	11.228	102597	2	10.9980	308.6592	12157
19191617-5124400	-25.0660	346.0502	14308	11.016	204125	1	-25.0659	346.0502	14308
11022754-5124141	7.8871	286.1751	5872	11.130	102082	2	7.7516	285.9299	5785
12164903-5122078	11.1331	297.4373	12252	10.881	101462	2	11.1748	297.4783	11906
12582193-5122054	11.4887	304.0352	4396	11.722	112486	1	11.4888	304.0352	4396
06281783-5113300	-24.3098	259.7989	14812	11.416	201441	2	-24.8668	259.9809	15242
13084277-5104103	11.7093	305.7018	15352	11.428	104285	1	11.7094	305.7018	15352
13474357-5103283	10.8330	311.8833	9518	11.693	108144	1	10.8329	311.8832	9518
07253337-5102077	-15.7557	262.6793	12367	11.551	200294	6	-15.6773	262.9567	12046
12214813-5101210	11.5757	298.1827	11452	11.581	106400	1	11.5757	298.1826	11452
20430830-5059054	-38.0736	347.8884	19615	11.454	203213	1	-38.0736	347.8884	19615
12121849-5057330	11.4357	296.6635	12684	11.414	105483	1	11.4356	296.6634	12684
10592357-5057429	8.0888	285.5481	5770	10.873	100162	9	8.7479	285.1510	5728
08233359-5057302	-7.7496	267.1273	8107	11.153	208380	1	-7.7497	267.1272	8107
11011192-5054000	8.2643	285.7829	5734	11.099	100162	9	8.7479	285.1510	5728
08035386-5052083	-10.3156	265.3663	8100	11.364	208943	1	-10.3157	265.3663	8100
12253775-5051598	11.7969	298.7771	12245	11.739	101548	2	12.2618	298.6545	12024
01355245-5051265	-64.8140	286.3249	22627	11.510	202780	2	-64.9659	286.4137	22614
05494763-5049455	-30.1916	258.1438	10045	11.062	206508	1	-30.1917	258.1438	10045
13515709-5047167	10.9437	312.6062	15181	11.429	104307	1	10.9436	312.6062	15181
07141825-5047143	-17.2927	261.7208	12985	11.649	202267	2	-17.0672	261.6829	12928
06514866-5041354	-20.6040	260.3409	13957	11.431	204776	1	-20.6039	260.3409	13957
19245269-5040569	-25.7699	347.0481	11642	11.563	206026	1	-25.7699	347.0481	11642
07551795-5039368	-11.3894	264.4909	16211	11.705	204115	1	-11.3894	264.4910	16211
08000847-5039385	-10.7228	264.8780	8327	11.387	208642	1	-10.7228	264.8779	8327
12044518-5039100	11.5358	295.4101	10465	11.279	106596	1	11.5358	295.4101	10465
19112166-5037339	-23.6721	346.5656	5051	10.830	201378	3	-23.3306	346.0492	5071
01342845-5034066	-65.1673	286.5326	22600	11.749	202780	2	-64.9659	286.4137	22614
06074770-5027138	-27.3143	258.2118	12355	11.701	205979	1	-27.3143	258.2119	12355
13551657-5025389	11.1651	313.2168	9594	11.690	108557	1	11.1651	313.2167	9594
06183950-5024416	-25.6101	258.5466	13865	11.671	205079	1	-25.6101	258.5466	13865
13513415-5022427	11.3558	312.6447	8308	10.585	101345	3	11.3663	312.5405	8260
10585970-5021554	8.6026	285.2352	5646	9.827	100162	9	8.7479	285.1510	5728
07595330-5020232	-10.5966	264.5747	6125	10.412	202148	2	-10.6239	264.3751	6196
08250013-5019321	-7.2032	266.7312	10912	10.903	201619	2	-7.1975	267.0573	10719
07502305-5000106	-11.7596	263.5171	8722	10.852	202644	2	-12.0099	263.2601	8700
19374688-4951417	-27.6337	348.3960	17102	11.357	203657	1	-27.6337	348.3960	17102
07470558-4950236	-12.1496	263.1144	8677	10.270	202644	2	-12.0099	263.2601	8700
07084643-4949206	-17.7583	260.4390	13096	11.160	200051	16	-17.8872	259.7205	12733
11074913-4949049	9.6812	286.3161	12277	11.305	105508	1	9.6812	286.3161	12277
20205372-4946486	-34.5303	349.3884	5657	11.436	201177	6	-34.9393	349.0844	5594
19375163-4945577	-27.6292	348.5048	12176	11.746	206204	1	-27.6292	348.5048	12176
20193988-4944212	-34.3298	349.4269	4825	11.222	211449	1	-34.3298	349.4269	4825
01014201-4943180	-67.3206	298.6275	18591	11.144	203260	1	-67.3206	298.6274	18591
07273999-4930025	-14.8179	261.3719	12098	11.016	200949	3	-14.6440	261.2797	12216
06545357-4928006	-19.7454	259.2696	12468	11.593	201083	3	-19.4921	259.1614	12454
08071056-4925442	-9.1220	264.3907	15843	11.325	203938	1	-9.1220	264.3907	15843
10581534-4925258	9.4038	284.7201	5874	9.545	100162	9	8.7479	285.1510	5728
12580879-4924243	13.4503	304.0539	14764	11.701	104674	1	13.4503	304.0539	14764
06561197-4919499	-19.5000	259.2068	12292	11.537	201083	3	-19.4921	259.1614	12454
19014043-4917353	-21.8128	347.5022	15670	11.655	200179	8	-21.5366	347.6684	14896
07105736-4914165	-17.2142	260.0052	11772	10.946	200051	16	-17.8872	259.7205	12733
07072586-4912507	-17.7409	259.7607	13013	11.743	200051	16	-17.8872	259.7205	12733
13330325-4910420	13.1300	309.8945	19314	11.517	103489	1	13.1300	309.8945	19314
06122332-4908020	-26.3320	256.9209	15181	11.530	200953	3	-26.8800	257.2572	15437
07052899-4907405	-18.0070	259.5560	12137	11.621	200051	16	-17.8872	259.7205	12733
10271754-4907397	7.2466	280.0977	5492	10.944	103169	2	7.2541	280.0970	5492
06263377-4907070	-24.0699	257.4846	16109	11.671	200391	5	-24.0673	257.4323	14840
18595845-4907003	-21.4959	347.5969	15046	11.662	200179	8	-21.5366	347.6684	14896
07302661-4906560	-14.2452	261.2079	12020	11.514	200949	3	-14.6440	261.2797	12216
06250835-4906533	-24.2949	257.4179	14432	11.748	200391	5	-24.0673	257.4323	14840
06571615-4904486	-19.2520	259.0181	12602	11.500	201083	3	-19.4921	259.1614	12454
06214142-4901023	-24.8203	257.1659	14565	11.333	200405	5	-25.3396	256.5210	14081
06235094-4858393	-24.4669	257.2157	13969	11.263	200391	5	-24.0673	257.4323	14840
05550682-4851432	-29.0690	256.0397	14594	11.110	204072	1	-29.0689	256.0397	14594
07094124-4851404	-17.2676	259.5583	12731	10.887	200051	16	-17.8872	259.7205	12733
12385251-4850223	13.9802	300.8023	11439	11.717	107002	1	13.9803	300.8023	11439
11091023-4848158	10.7000	286.1176	13898	11.436	104872	1	10.7000	286.1176	13898
07043027-4847035	-18.0345	259.1581	13076	11.319	200051	16	-17.8872	259.7205	12733
07050197-4846175	-17.9487	259.1782	11690	11.715	200051	16	-17.8872	259.7205	12733
06181305-4844580	-25.3145	256.7333	14035	10.884	200405	5	-25.3396	256.5210	14081
10044694-4844279	5.4904	276.8023	6714	11.535	110734	1	5.4904	276.8023	6714
11161619-4844235	11.2023	287.1955	5905	11.415	101650	2	11.1510	287.1114	5726
07381891-4844056	-12.9159	261.4366	15449	11.377	204130	1	-12.9159	261.4366	15449
05440707-4838401	-30.8325	255.4959	14428	11.754	200305	6	-30.4637	254.7730	14964
19132742-4837447	-23.4917	348.7670	16084	11.703	203979	1	-23.4917	348.7670	16084
10562916-4836337	10.0136	284.0984	4833	11.741	101150	4	10.0688	284.0149	4810
06285583-4830487	-23.5401	256.9523	4600	11.148	211239	1	-23.5401	256.9523	4600
12402804-4830343	14.3222	301.0570	5368	11.091	102995	2	14.4392	300.9894	5378
08205823-4822250	-6.6451	264.7342	7570	10.567	201668	2	-6.5561	264.9179	7740
10314550-4821318	8.2866	280.3272	6409	11.445	110578	1	8.2866	280.3272	6409
11182730-4821156	11.6927	287.3968	4340	11.734	100779	4	11.3305	287.4048	4372
10525738-4816488	10.0512	283.4174	4911	11.395	101150	4	10.0688	284.0149	4810
12534762-4813197	14.6477	303.3375	11941	11.740	102900	2	14.7555	303.2438	11926
15145049-4812444	8.0891	326.1480	10506	11.177	103065	2	7.9699	326.1888	10501
14425755-4812320	10.6195	321.4173	4939	11.734	102012	2	10.4007	321.5965	4843
10544472-4807078	10.3281	283.6161	13774	11.369	101782	2	10.5026	283.5384	13908
06372566-4803000	-22.0536	256.8852	12794	11.129	202173	2	-21.7557	257.1826	12792
15004300-4802523	9.4203	324.1733	10177	11.065	102055	2	9.4262	324.2250	10266
05551071-4754395	-28.9050	254.9686	12370	11.579	205679	1	-28.9050	254.9686	12370
18352599-4753051	-17.2536	347.4000	18652	11.338	203233	1	-17.2535	347.4000	18652
13592796-4746293	13.5502	314.5971	20133	11.649	101441	2	13.7094	314.8647	20544
10454298-4740196	10.0352	282.0408	14535	11.496	100322	6	10.0872	281.6474	14131
10423250-4739378	9.7906	281.5582	14140	10.609	100322	6	10.0872	281.6474	14131
10332407-4736354	9.0707	280.1775	6014	11.443	102024	2	9.1061	280.0465	6108
07300361-4734151	-13.6422	259.7412	8900	11.416	207975	1	-13.6421	259.7412	8900
07221645-4731185	-14.8139	259.1264	12080	11.099	205254	1	-14.8139	259.1264	12080
06481129-4727117	-20.1494	256.8609	12045	11.746	206220	1	-20.1494	256.8608	12045
10322642-4726285	9.1324	279.9489	6203	11.018	102024	2	9.1061	280.0465	6108
10500271-4725469	10.5889	282.5838	11872	11.661	101315	3	10.5969	282.3740	11913
10245041-4722215	8.5149	278.8053	13747	10.947	104376	1	8.5148	278.8052	13747
14015377-4719510	13.8656	315.1278	20955	11.619	101441	2	13.7094	314.8647	20544
10484331-4717196	10.6111	282.3154	11969	11.486	101315	3	10.5969	282.3740	11913
14083177-4712059	13.6629	316.2752	11761	11.660	102331	2	13.4312	316.3692	11819
07175696-4711482	-15.3523	258.5114	12856	11.324	202006	2	-15.3221	258.5219	12770
15370394-4710318	6.8525	329.8570	10970	11.486	100072	13	7.4448	329.4263	10774
07113379-4706548	-16.3195	257.9922	11790	10.973	205220	1	-16.3195	257.9922	11790
15331139-4703438	7.3315	329.3865	10296	10.914	100072	13	7.4448	329.4263	10774
06575631-4701299	-18.4463	257.0166	12129	11.140	200813	4	-18.5151	256.9914	12083
15343955-4700447	7.2256	329.6207	10731	11.192	100072	13	7.4448	329.4263	10774
05314143-4656526	-32.7088	253.2298	10316	11.711	207396	1	-32.7089	253.2298	10316
12584926-4654334	15.9436	304.2431	12043	11.616	106122	1	15.9436	304.2431	12043
10445096-4654009	10.6455	281.5378	13975	11.283	100322	6	10.0872	281.6474	14131
18545411-4651382	-19.9942	349.6132	19081	11.605	203335	1	-19.9943	349.6132	19081
06181137-4651281	-24.8783	254.7007	11508	11.262	205882	1	-24.8783	254.7007	11508
12095865-4649124	15.4599	295.5929	10278	11.364	100068	13	15.4971	295.4457	10140
11255612-4648499	13.5745	288.0630	9788	11.655	107971	1	13.5746	288.0630	9788
06522932-4647120	-19.2403	256.4450	11822	11.042	205313	1	-19.2404	256.4450	11822
19143113-4644127	-23.1648	350.8061	5388	11.513	200134	10	-23.0726	350.9128	5371
07070979-4643297	-16.8676	257.3187	9353	11.535	207610	1	-16.8675	257.3187	9353
14170368-4641405	13.6800	317.8618	22967	11.579	0	1	13.6800	317.8618	22967
12110780-4641240	15.6207	295.7729	9798	10.864	100068	13	15.4971	295.4457	10140
11170607-4641132	13.1641	286.5603	5516	11.483	102776	2	13.2340	286.7279	5540
12044283-4639230	15.4619	294.6419	9903	11.750	100068	13	15.4971	295.4457	10140
12523907-4638587	16.2215	303.1487	5953	11.182	110912	1	16.2216	303.1486	5953
00093987-4638079	-68.8242	323.0862	9811	11.545	202043	2	-68.5848	322.3265	9728
11181273-4634334	13.3369	286.7013	10555	11.218	106439	1	13.3369	286.7013	10555
15212880-4633174	8.8827	328.0069	16240	11.381	100095	11	9.9695	327.4204	16517
21420604-4632328	-48.2326	352.3333	9255	11.182	202883	2	-48.1737	352.1135	9264
11142036-4625485	13.2267	286.0096	10797	11.614	106391	1	13.2267	286.0097	10797
06520358-4624359	-19.1838	256.0430	15322	11.700	204430	1	-19.1838	256.0430	15322
12080540-4617382	15.9232	295.1678	10338	11.683	100068	13	15.4971	295.4457	10140
11020629-4616593	12.5228	283.9628	17055	11.038	100223	7	12.1818	284.1279	16343
15124327-4608312	10.0409	326.9370	10365	11.012	102567	2	10.0168	326.9487	10404
11540995-4607245	15.6052	292.6805	10665	11.702	107152	1	15.6052	292.6806	10665
11520330-4602445	15.5958	292.2921	9827	11.640	102311	2	15.6659	292.2449	9886
13232275-4559540	16.5147	308.7089	22813	11.469	0	1	16.5147	308.7089	22813
11422123-4558522	15.2279	290.5858	12265	11.529	105747	1	15.2279	290.5858	12265
06412088-4551444	-20.7641	254.8555	28106	11.630	0	1	-20.7641	254.8555	28106
06573663-4550070	-18.0831	255.8222	11597	11.675	201306	3	-18.0635	255.7895	11662
06300196-4549034	-22.6341	254.1844	11269	11.566	201451	2	-22.8647	254.3049	11658
11115174-4548260	13.6392	285.3577	15552	11.264	104049	1	13.6393	285.3578	15552
05355796-4548040	-31.8403	251.9868	15428	11.307	204055	1	-31.8403	251.9867	15428
11014166-4544414	12.9814	283.6648	17358	11.583	100223	7	12.1818	284.1279	16343
14275344-4542121	13.9424	320.0279	22421	11.747	103209	1	13.9424	320.0279	22421
15115554-4536144	10.5720	327.1023	16574	10.762	100095	11	9.9695	327.4204	16517
15030024-4535375	11.3721	325.7374	12585	11.749	105882	1	11.3721	325.7375	12585
19535779-4532066	-29.5644	353.7858	25548	11.657	0	1	-29.5644	353.7858	25548
14130881-4531458	15.0032	317.5947	22449	11.483	103187	1	15.0032	317.5947	22449
05392945-4529587	-31.1886	251.7362	12499	11.580	205089	1	-31.1886	251.7362	12499
05481821-4529297	-29.6622	252.0079	12539	11.605	201121	3	-29.8095	251.8867	12392
11542536-4526093	16.2847	292.5626	9851	11.669	108083	1	16.2847	292.5626	9851
06130776-4526165	-25.3904	252.9466	14324	11.694	200028	26	-25.9867	252.1956	12740
15111305-4518045	10.8952	327.1545	9802	11.738	100293	6	11.1223	327.2703	10115
06041502-4516396	-26.8735	252.3800	12066	11.660	200028	26	-25.9867	252.1956	12740
09413538-4513429	5.7423	271.4955	5194	11.380	111764	1	5.7423	271.4955	5194
13103626-4513045	17.5221	306.4695	19730	11.633	103398	1	17.5222	306.4696	19730
15104145-4512216	11.0247	327.1241	10352	10.501	100293	6	11.1223	327.2703	10115
15112392-4508115	11.0194	327.2695	9464	11.171	100293	6	11.1223	327.2703	10115
15104966-4505226	11.1118	327.2065	10566	11.717	100293	6	11.1223	327.2703	10115
11252694-4505025	15.1755	287.3811	13127	11.467	101685	2	15.0990	287.3523	12968
12531188-4503281	17.8128	303.2583	12236	11.048	104984	1	17.8128	303.2583	12236
12471735-4502334	17.8230	302.1622	9699	11.109	106977	1	17.8230	302.1621	9699
20352942-4500155	-36.7579	355.4100	9316	11.543	208015	1	-36.7579	355.4100	9316
06052344-4453165	-26.5920	252.0031	11767	11.174	200028	26	-25.9867	252.1956	12740
13204587-4448488	17.7475	308.3862	18975	11.232	101390	2	18.0652	308.5375	19926
20194431-4448083	-33.9618	355.3766	16663	11.742	202170	2	-34.3106	355.8490	16664
05342851-4446416	-31.9625	250.7512	24934	11.284	0	1	-31.9625	250.7512	24934
04464108-4445297	-40.4159	250.0061	10216	11.584	200090	12	-41.0460	249.9505	10003
04464127-4445037	-40.4153	249.9965	10033	11.594	200090	12	-41.0460	249.9505	10003
11391716-4440326	16.3298	289.6676	9668	11.536	100740	4	16.3673	289.6662	9788
14133852-4438435	15.8116	317.9769	14408	11.491	104704	1	15.8116	317.9768	14408
13561463-4429279	16.8648	314.9362	20064	11.723	103355	1	16.8647	314.9362	20064
15382201-4427568	8.8928	331.6717	11045	10.567	100553	4	8.8551	331.6656	11414
15383555-4425008	8.9077	331.7340	11924	11.306	100553	4	8.8551	331.6656	11414
