# pgc	lat[deg]	long[deg]	czHelio[km/s]	mu	muError	group	groupSize	latGroup[deg]	longGroup[deg]	czGroupHelio[km/s]	muGroup	muGroupError
3895127	-20.1465	329.1216	15012	36.83	0.50	0	1	-20.15	329.12	15012	36.83	0.50
3895925	-23.2136	321.0536	12346	36.57	0.50	201629	2	-23.30	320.84	12217	36.35	0.25
3896380	-20.7039	329.8118	15121	36.94	0.50	0	1	-20.70	329.81	15121	36.94	0.50
3896618	-22.3612	325.0843	14900	36.37	0.50	0	1	-22.36	325.08	14900	36.37	0.50
3898072	-21.7259	329.9378	15535	36.08	0.50	0	1	-21.73	329.94	15535	36.08	0.50
3898130	-21.0173	332.3635	10690	36.16	0.50	206734	1	-21.02	332.36	10690	36.16	0.50
3898758	-25.1927	317.1484	12693	35.96	0.50	200442	5	-25.19	317.10	12605	35.49	0.22
3898883	-22.1849	330.2701	11035	36.07	0.50	0	1	-22.18	330.27	11035	36.07	0.50
3899081	-20.9972	334.8209	15221	36.96	0.50	201611	2	-20.97	334.79	15686	36.72	0.29
3899968	-23.4254	328.3920	11471	35.33	0.50	206392	1	-23.43	328.39	11471	35.33	0.50
3900609	-25.8865	317.1561	5283	34.97	0.50	200352	11	-25.21	317.34	5503	34.45	0.20
3901454	-25.2965	323.6214	13908	36.43	0.50	0	1	-25.30	323.62	13908	36.43	0.50
3902095	-21.2792	343.6411	4726	34.07	0.50	202831	2	-21.25	343.62	4751	34.07	0.50
3903416	-21.6170	347.6734	14657	37.17	0.50	200179	8	-21.53	347.67	14893	36.67	0.17
3903613	-21.8687	347.5714	14900	36.02	0.50	200179	8	-21.53	347.67	14893	36.67	0.17
3904310	-20.4738	355.2506	5936	35.49	0.50	200718	4	-20.33	354.71	5678	34.89	0.35
3904862	-21.4343	354.2247	14103	35.76	0.50	204513	1	-21.43	354.22	14103	35.76	0.50
3905447	-22.3322	353.3383	14436	36.63	0.50	0	1	-22.33	353.34	14436	36.63	0.50
3905548	-25.7619	338.4637	4865	33.86	0.50	202641	2	-25.80	338.48	4841	33.86	0.50
3906114	-26.9898	332.7131	9350	36.18	0.50	0	1	-26.99	332.71	9350	36.18	0.50
3906621	-27.2751	332.7971	14642	36.60	0.50	0	1	-27.28	332.80	14642	36.60	0.50
3906659	-26.8759	336.4960	4678	35.49	0.50	200039	20	-26.53	335.92	4235	33.63	0.13
3906906	-27.0090	336.6774	4441	33.48	0.50	200039	20	-26.53	335.92	4235	33.63	0.13
3907114	-27.5117	333.4297	9336	34.79	0.50	202530	2	-27.69	333.48	9321	35.00	0.31
3907496	-27.7462	333.2691	10431	36.31	0.50	200458	5	-27.70	333.53	11092	36.16	0.29
3907719	-28.2941	326.5145	14710	36.43	0.50	0	1	-28.29	326.51	14710	36.43	0.50
3907860	-27.9441	333.5051	10539	36.35	0.50	200458	5	-27.70	333.53	11092	36.16	0.29
3907955	-28.4298	326.1846	11683	35.52	0.50	205624	1	-28.43	326.18	11683	35.52	0.50
3908541	-26.9602	345.4815	14046	35.62	0.50	201647	2	-26.95	345.20	13857	35.62	0.50
3911293	-29.0428	343.9965	5432	34.85	0.50	0	1	-29.04	344.00	5432	34.85	0.50
3912355	-30.2186	335.0898	9366	35.55	0.50	0	1	-30.22	335.09	9366	35.55	0.50
3914326	-23.3068	19.6742	14891	36.94	0.50	204326	1	-23.31	19.67	14891	36.56	0.25
3914921	-24.7828	17.1075	8809	35.28	0.50	0	1	-24.78	17.11	8809	35.28	0.50
3914963	-22.9157	22.4794	15319	35.98	0.50	0	1	-22.92	22.48	15319	35.98	0.50
3915145	-31.2132	345.7406	15454	36.73	0.50	200556	4	-31.34	345.79	14795	36.75	0.18
3915361	-31.6359	337.4516	15669	36.79	0.50	0	1	-31.64	337.45	15669	36.79	0.50
3915820	-26.2240	14.7255	8007	34.97	0.50	209073	1	-26.22	14.73	8007	34.97	0.50
3915912	-31.7639	342.2523	4497	33.60	0.50	200022	28	-32.15	342.33	4840	33.80	0.12
3915993	-31.8686	335.2136	9139	35.33	0.50	202528	2	-31.83	335.46	9099	35.37	0.35
3916126	-31.5003	348.1506	11539	36.79	0.50	202350	2	-31.90	348.63	11514	36.15	0.26
3917148	-23.5957	25.4599	13667	36.65	0.50	204559	1	-23.60	25.46	13667	36.65	0.50
3917967	-32.7104	336.6744	8622	34.81	0.50	208335	1	-32.71	336.67	8622	34.81	0.50
3918375	-32.9031	343.8128	15415	37.05	0.50	201396	2	-32.80	344.13	16636	37.05	0.22
3918744	-33.0521	337.5040	11160	34.95	0.50	202456	2	-33.34	337.66	10852	35.50	0.35
3919277	-33.2755	345.6221	11884	35.97	0.50	205411	1	-33.28	345.62	11884	35.97	0.50
3919769	-33.1560	332.1121	13301	36.38	0.50	0	1	-33.16	332.11	13301	36.38	0.50
3920043	-21.6923	36.1557	4332	34.56	0.50	211873	1	-21.69	36.16	4332	34.56	0.50
3920119	-33.7237	345.3127	14599	37.11	0.50	200085	12	-34.33	345.63	14783	36.53	0.11
3920880	-30.5829	314.5878	14616	35.56	0.50	0	1	-30.58	314.59	14616	35.56	0.50
3920915	-34.0821	345.1266	4461	34.23	0.50	211698	1	-34.08	345.13	4461	34.23	0.50
3921369	-33.8764	354.2798	11178	35.91	0.50	0	1	-33.88	354.28	11178	35.91	0.50
3921678	-31.1173	12.8793	12634	35.85	0.50	200633	4	-31.05	12.97	12689	35.85	0.50
3921782	-34.3188	338.2846	10874	35.12	0.50	206872	1	-34.32	338.28	10874	35.12	0.50
3922555	-34.5688	337.0804	10879	35.58	0.50	0	1	-34.57	337.08	10879	35.58	0.50
3923860	-21.9825	42.6192	7941	35.54	0.50	0	1	-21.98	42.62	7941	35.54	0.50
3923994	-35.5881	347.0635	5797	36.58	0.50	200797	7	-35.29	346.84	5862	34.55	0.23
3924053	-35.3126	355.9223	13875	36.20	0.50	0	1	-35.31	355.92	13875	36.20	0.50
3924438	-30.4775	23.1525	11238	35.71	0.50	205781	1	-30.48	23.15	11238	35.71	0.50
3925011	-35.8332	356.1510	9088	34.78	0.50	200232	7	-36.20	356.52	9070	35.29	0.20
3925363	-36.1442	343.7852	12184	36.15	0.50	206009	1	-36.14	343.79	12184	36.15	0.50
3925717	-31.2475	23.5115	8170	35.44	0.50	202166	2	-31.13	23.73	8091	36.12	0.35
3926239	-36.5816	345.7025	14530	35.71	0.50	0	1	-36.58	345.70	14530	35.71	0.50
3926304	-36.5266	355.0851	15651	36.22	0.50	0	1	-36.53	355.09	15651	36.22	0.50
3926651	-33.7165	322.8080	14746	36.97	0.50	0	1	-33.72	322.81	14746	36.97	0.50
3926925	-35.3554	330.5929	13941	36.81	0.50	0	1	-35.36	330.59	13941	36.81	0.50
3927385	-37.0855	355.8860	15541	37.01	0.50	0	1	-37.09	355.89	15541	37.01	0.50
3927668	-37.2303	356.6406	15145	35.84	0.50	204407	1	-37.23	356.64	15145	36.39	0.29
3928123	-32.8172	24.6293	10886	36.85	0.50	205291	1	-32.82	24.63	10886	36.13	0.29
3928152	-33.4901	22.4044	9902	35.73	0.50	207179	1	-33.49	22.40	9902	35.73	0.50
3928166	-37.5295	345.3614	13199	37.00	0.50	200009	52	-39.39	345.81	14072	36.33	0.04
3928274	-32.8862	24.8341	11223	36.71	0.50	205291	1	-32.89	24.83	11223	36.13	0.29
3928363	-37.7923	352.1881	15017	36.36	0.50	0	1	-37.79	352.19	15017	36.36	0.50
3928470	-37.8398	350.2117	12992	36.36	0.50	0	1	-37.84	350.21	12992	36.36	0.50
3928524	-36.5161	333.8882	15676	36.85	0.50	0	1	-36.52	333.89	15676	36.85	0.50
3928536	-32.9982	25.1627	9885	35.17	0.50	0	1	-33.00	25.16	9885	35.17	0.50
3928688	-37.9593	350.0944	13213	36.92	0.50	0	1	-37.96	350.09	13213	36.92	0.50
3928774	-38.0223	351.7566	15127	35.76	0.50	0	1	-38.02	351.76	15127	35.76	0.50
3928816	-32.0966	315.3036	10332	34.78	0.50	0	1	-32.10	315.30	10332	34.78	0.50
3929181	-33.7713	320.3796	15700	36.73	0.50	203990	1	-33.77	320.38	15700	36.84	0.29
3929520	-38.3464	347.3228	14591	36.83	0.50	200009	52	-39.39	345.81	14072	36.33	0.04
3929933	-38.4668	345.7655	14489	36.22	0.50	200009	52	-39.39	345.81	14072	36.33	0.04
3929996	-34.0518	320.6299	15788	37.07	0.50	203990	1	-34.05	320.63	15788	36.84	0.29
3930483	-38.9957	355.2131	12969	35.84	0.50	0	1	-39.00	355.21	12969	35.84	0.50
3931262	-38.1701	337.1987	13212	36.88	0.50	0	1	-38.17	337.20	13212	36.88	0.50
3931341	-37.5077	333.0865	15469	35.46	0.50	0	1	-37.51	333.09	15469	35.46	0.50
3932192	-40.0576	358.2331	15781	36.70	0.50	200355	6	-39.84	357.78	15050	36.47	0.14
3932973	-40.5013	359.3424	15509	36.64	0.50	0	1	-40.50	359.34	15509	36.64	0.50
3933503	-38.8143	335.1045	10575	35.97	0.50	206886	1	-38.81	335.10	10575	35.97	0.50
3933747	-40.4745	346.1573	13262	36.23	0.50	200009	52	-39.39	345.81	14072	36.33	0.04
3933821	-40.1867	343.2130	14843	37.14	0.50	200009	52	-39.39	345.81	14072	36.33	0.04
3933963	-40.3160	343.8628	12898	36.55	0.50	200009	52	-39.39	345.81	14072	36.33	0.04
3934116	-39.3798	337.0512	14394	35.21	0.50	0	1	-39.38	337.05	14394	35.21	0.50
3934184	-39.4331	337.1969	14576	36.10	0.50	0	1	-39.43	337.20	14576	36.10	0.50
3934226	-40.3313	343.0747	12906	36.61	0.50	200009	52	-39.39	345.81	14072	36.33	0.04
3934492	-40.4480	342.9852	13248	36.41	0.50	200009	52	-39.39	345.81	14072	36.33	0.04
3934910	-35.4579	34.1402	8089	35.40	0.50	200019	32	-35.25	34.65	8466	35.41	0.11
3935592	-41.3041	346.3845	14374	37.19	0.50	200009	52	-39.39	345.81	14072	36.33	0.04
3935949	-42.0883	357.8446	13862	36.51	0.50	203654	1	-42.09	357.84	13862	36.38	0.29
3936146	-39.0551	332.0392	13606	36.17	0.50	0	1	-39.06	332.04	13606	36.17	0.50
3936202	-36.1642	34.9213	8905	35.13	0.50	200019	32	-35.25	34.65	8466	35.41	0.11
3936222	-34.3891	39.6503	8546	36.24	0.50	200156	9	-34.81	39.45	8421	36.24	0.50
3936289	-39.1968	332.4236	13758	36.31	0.50	0	1	-39.20	332.42	13758	36.31	0.50
3936369	-41.1210	342.2512	15912	37.06	0.50	0	1	-41.12	342.25	15912	37.06	0.50
3936432	-39.3626	332.8995	13910	36.33	0.50	0	1	-39.36	332.90	13910	36.33	0.50
3938256	-40.6668	24.3958	10000	36.41	0.50	200055	16	-40.24	24.62	10564	35.92	0.15
3940650	-42.8295	341.1461	8003	34.38	0.50	202600	2	-42.85	341.28	8004	34.38	0.50
3942078	-44.6059	348.5178	16063	36.03	0.50	0	1	-44.61	348.52	16063	36.03	0.50
3944549	-40.9267	39.9032	15909	36.20	0.50	0	1	-40.93	39.90	15909	36.20	0.50
3946352	-44.7312	338.6888	12491	36.46	0.50	0	1	-44.73	338.69	12491	36.46	0.50
3948206	-45.9338	340.2199	11562	36.00	0.50	0	1	-45.93	340.22	11562	36.00	0.50
3948645	-46.0459	339.9255	15862	36.38	0.50	0	1	-46.05	339.93	15862	36.38	0.50
3948916	-41.9987	46.5821	15618	36.96	0.50	200866	3	-41.93	46.82	15546	36.46	0.19
3951727	-47.2799	339.4291	11926	37.15	0.50	200095	12	-47.38	338.82	11339	35.96	0.18
3951807	-33.7903	311.1794	11495	36.38	0.50	0	1	-33.79	311.18	11495	36.38	0.50
3951869	-44.3443	330.4486	15768	37.23	0.50	204174	1	-44.34	330.45	15768	36.81	0.29
3952497	-47.8237	37.8291	10163	35.22	0.50	200962	3	-47.75	37.74	10263	35.22	0.50
3952845	-50.1261	349.5569	15200	37.38	0.50	0	1	-50.13	349.56	15200	37.38	0.50
3955271	-42.5181	57.3798	7963	35.33	0.50	200265	7	-42.36	57.22	8047	35.10	0.20
3957073	-51.8302	36.3852	14719	36.03	0.50	0	1	-51.83	36.39	14719	36.03	0.50
3957780	-39.5152	317.2098	14063	37.03	0.50	204985	1	-39.52	317.21	14063	36.28	0.35
3958638	-39.5476	316.8452	14031	35.54	0.50	204985	1	-39.55	316.85	14031	36.28	0.35
3959490	-34.3089	310.0734	11439	35.56	0.50	200130	10	-34.82	310.04	11575	35.99	0.20
3959710	-33.8192	309.4900	11782	35.96	0.50	201161	3	-33.73	309.30	11668	35.71	0.35
3960066	-44.3574	323.3970	13535	35.76	0.50	0	1	-44.36	323.40	13535	35.76	0.50
3962511	-34.9216	310.0644	11095	36.00	0.50	200130	10	-34.82	310.04	11575	35.99	0.20
3963802	-54.6533	47.4092	16257	35.96	0.50	203952	1	-54.65	47.41	16257	36.42	0.29
3964029	-34.9623	309.7747	11642	36.02	0.50	200130	10	-34.82	310.04	11575	35.99	0.20
3965116	-46.1298	322.6196	10535	36.50	0.50	0	1	-46.13	322.62	10535	36.50	0.50
3965412	-39.4649	313.9858	9777	35.25	0.50	202056	2	-39.45	313.76	9694	35.25	0.50
3965867	-48.8695	326.4432	13272	37.13	0.50	0	1	-48.87	326.44	13272	37.13	0.50
3971377	-62.0406	44.2299	15307	35.64	0.50	0	1	-62.04	44.23	15307	35.64	0.50
3974244	-36.7486	309.0939	11018	35.14	0.50	0	1	-36.75	309.09	11018	35.14	0.50
3974640	-66.4422	23.4476	14789	37.32	0.50	0	1	-66.44	23.45	14789	37.32	0.50
3975779	-63.6980	349.0215	10193	36.55	0.50	200736	4	-63.56	349.52	10103	36.22	0.29
3977529	-64.0835	346.4950	14296	36.10	0.50	0	1	-64.08	346.49	14296	36.10	0.50
3977587	-63.6376	344.8091	14162	36.11	0.50	0	1	-63.64	344.81	14162	36.11	0.50
3978284	-43.8448	313.4005	8685	36.04	0.50	0	1	-43.84	313.40	8685	36.04	0.50
3980933	-37.5882	308.3623	10341	36.41	0.50	0	1	-37.59	308.36	10341	36.41	0.50
3981965	-64.7522	65.2762	9797	36.49	0.50	0	1	-64.75	65.28	9797	36.49	0.50
3984676	-65.2359	337.0354	14812	36.45	0.50	204344	1	-65.24	337.04	14812	36.45	0.50
3991550	-62.0835	90.4679	14418	36.49	0.50	0	1	-62.08	90.47	14418	36.49	0.50
3992964	-65.2931	324.0717	12016	36.14	0.50	0	1	-65.29	324.07	12016	36.14	0.50
4014698	-43.2584	184.0126	11113	36.11	0.20	0	1	-43.26	184.01	11113	36.11	0.20
4019108	-33.7406	51.7360	18755	36.98	0.17	0	1	-33.74	51.74	18755	36.98	0.17
4075739	11.1848	250.9653	9667	35.12	0.50	106402	1	11.18	250.97	9667	35.12	0.50
4075757	16.9058	245.6880	4585	33.63	0.50	101350	3	16.89	245.69	4514	33.66	0.29
4075770	13.1273	252.6263	11109	35.48	0.50	0	1	13.13	252.63	11109	35.48	0.50
4075851	10.5019	259.8548	10100	35.28	0.50	107913	1	10.50	259.85	10100	35.28	0.50
4075908	18.9803	254.2370	9980	35.96	0.50	107318	1	18.98	254.24	9980	35.92	0.35
4075912	14.9483	259.0394	11055	35.70	0.50	106595	1	14.95	259.04	11055	35.70	0.50
4075945	12.6738	263.6520	8597	36.09	0.50	0	1	12.67	263.65	8597	36.09	0.50
4075971	16.0549	266.5784	8963	35.67	0.50	0	1	16.05	266.58	8963	35.67	0.50
4075974	13.1346	269.4327	13016	36.70	0.50	102958	2	13.44	269.70	12510	36.57	0.29
4075981	11.9317	270.7632	6663	34.93	0.50	102203	2	12.05	270.70	6726	35.12	0.35
4075983	12.2384	270.6009	6804	35.31	0.50	102203	2	12.05	270.70	6726	35.12	0.35
4076012	13.0864	271.3943	9186	35.93	0.50	100610	4	12.89	271.58	9284	36.00	0.29
4076038	14.2843	272.2948	9177	35.63	0.50	108890	1	14.28	272.29	9177	35.63	0.50
4076046	18.7161	270.2130	12625	36.40	0.50	0	1	18.72	270.21	12625	36.40	0.50
4076051	16.7753	271.7563	4473	33.60	0.50	111935	1	16.78	271.76	4473	33.60	0.50
4076136	15.0389	287.3295	12817	35.80	0.50	101685	2	15.10	287.35	12968	36.22	0.25
4076137	17.3104	286.6086	9905	35.75	0.50	0	1	17.31	286.61	9905	35.75	0.50
4076152	10.6430	290.2566	14179	37.47	0.50	100066	13	9.82	291.08	14850	36.25	0.17
4076167	13.7677	289.9069	12116	36.87	0.50	0	1	13.77	289.91	12116	36.87	0.50
4076177	11.2589	291.0341	14509	36.63	0.50	100066	13	9.82	291.08	14850	36.25	0.17
4076183	10.2783	291.6437	14878	35.95	0.50	100066	13	9.82	291.08	14850	36.25	0.17
4076187	10.2458	291.8548	14642	36.40	0.50	100066	13	9.82	291.08	14850	36.25	0.17
4076194	12.0590	291.8181	4745	34.15	0.50	112084	1	12.06	291.82	4745	34.15	0.50
4076199	10.8590	292.6822	14654	36.21	0.50	102292	2	10.61	292.58	14699	36.24	0.35
4076219	17.8169	297.9241	15411	35.98	0.50	104247	1	17.82	297.92	15411	35.98	0.50
4076230	18.4514	303.5946	12327	34.51	0.50	104847	1	18.45	303.59	12327	34.51	0.50
4076237	18.6169	305.1973	10901	36.07	0.50	0	1	18.62	305.20	10901	36.07	0.50
4076273	17.9934	312.9415	10949	35.71	0.50	106989	1	17.99	312.94	10949	35.71	0.50
4076280	19.7494	314.8143	15229	35.96	0.50	0	1	19.75	314.81	15229	35.96	0.50
4076283	18.9309	314.9831	15172	36.71	0.50	0	1	18.93	314.98	15172	36.71	0.50
4076292	19.2295	316.6487	11404	35.74	0.50	103094	2	19.18	316.62	11389	35.66	0.23
4076297	18.2729	316.8289	15876	37.35	0.50	0	1	18.27	316.83	15876	37.35	0.50
4076354	-19.7315	229.3051	15183	36.98	0.50	0	1	-19.73	229.31	15183	36.98	0.50
4076405	-16.9222	235.5410	13527	35.90	0.50	205278	1	-16.92	235.54	13527	35.90	0.50
4076444	-19.0474	245.5946	10987	34.95	0.50	0	1	-19.05	245.59	10987	34.95	0.50
4076458	-15.1378	237.9955	13304	35.98	0.50	200986	3	-14.99	238.13	13552	36.54	0.25
4076459	-15.1297	238.1001	14389	36.91	0.50	200986	3	-14.99	238.13	13552	36.54	0.25
4076463	-10.7377	228.4529	11241	36.32	0.50	206093	1	-10.74	228.45	11241	36.32	0.50
4076465	-14.3652	236.7619	12157	36.12	0.50	205737	1	-14.37	236.76	12157	36.12	0.50
4076498	-13.6327	239.5086	11439	34.86	0.50	205298	1	-13.63	239.51	11439	34.86	0.50
4076500	-14.8569	242.7724	13876	36.42	0.50	201450	2	-14.70	242.86	13584	36.42	0.50
4076512	-18.6773	254.9927	11846	35.81	0.50	0	1	-18.68	254.99	11846	35.81	0.50
4076529	-10.8506	239.4245	14047	36.51	0.50	0	1	-10.85	239.42	14047	36.51	0.50
4076545	-16.5630	255.1761	12772	35.64	0.50	205638	1	-16.56	255.18	12772	35.64	0.50
4076568	-18.7788	264.2939	12366	36.01	0.50	0	1	-18.78	264.29	12366	36.01	0.50
4076581	-11.4929	248.3782	9620	34.91	0.50	200029	23	-10.97	248.25	9507	35.69	0.20
4076584	-11.3185	248.3589	9312	36.17	0.50	200029	23	-10.97	248.25	9507	35.69	0.20
4076589	-17.9250	264.2914	13863	36.33	0.50	204224	1	-17.92	264.29	13863	36.66	0.20
4076593	-10.9672	248.1909	9321	36.65	0.50	200029	23	-10.97	248.25	9507	35.69	0.20
4076645	12.7865	228.6920	12804	36.51	0.50	0	1	12.79	228.69	12804	36.51	0.50
4076669	18.0209	225.4570	15295	36.91	0.50	0	1	18.02	225.46	15295	36.91	0.50
4076680	15.6294	231.2702	11115	36.12	0.50	101022	3	16.22	231.18	10467	36.12	0.50
4076719	15.9203	240.2266	15600	37.38	0.50	0	1	15.92	240.23	15600	37.38	0.50
4076738	18.1601	317.6209	15743	36.91	0.50	100552	4	17.83	317.97	15783	36.76	0.22
4076749	15.5102	318.1956	10895	35.05	0.50	0	1	15.51	318.20	10895	35.05	0.50
4076761	17.1753	320.9740	4426	33.90	0.50	110852	1	17.18	320.97	4426	33.90	0.50
4076784	16.1424	323.5207	11711	35.31	0.50	101833	2	16.61	323.32	11406	35.31	0.50
4076800	19.2441	326.5448	11969	36.03	0.50	0	1	19.24	326.54	11969	36.03	0.50
4076841	19.0100	329.8711	7223	35.03	0.50	101605	2	18.91	329.73	7403	35.16	0.31
4076851	15.0451	327.9306	11711	35.71	0.50	100170	8	14.64	328.02	12013	35.71	0.50
4076900	11.3545	327.2572	10314	34.86	0.50	100293	6	11.13	327.27	10116	34.86	0.50
4076906	-10.6754	314.2833	11383	36.76	0.50	0	1	-10.68	314.28	11383	36.76	0.50
4076916	11.9974	328.3922	11569	35.10	0.50	105886	1	12.00	328.39	11569	35.10	0.50
4076917	16.1447	331.1216	11248	35.45	0.50	100859	3	16.26	331.63	11293	35.83	0.29
4076934	11.6901	328.5776	5171	34.01	0.50	100739	4	11.72	328.81	5127	33.96	0.35
4076936	16.2208	331.6253	11353	35.66	0.50	100859	3	16.26	331.63	11293	35.83	0.29
4076940	11.4807	328.5908	11729	35.34	0.50	0	1	11.48	328.59	11729	35.34	0.50
4076941	16.3822	331.9030	11548	36.39	0.50	100859	3	16.26	331.63	11293	35.83	0.29
4076944	-11.8912	313.9460	11602	34.84	0.50	205980	1	-11.89	313.95	11602	34.84	0.50
4076964	11.0730	329.6783	11331	36.28	0.50	0	1	11.07	329.68	11331	36.28	0.50
4076993	12.5247	332.5884	14862	35.84	0.50	0	1	12.52	332.59	14862	35.84	0.50
4077037	19.4001	341.9371	12113	35.91	0.50	105514	1	19.40	341.94	12113	35.91	0.50
4077049	18.3944	341.9003	14278	34.96	0.50	101514	2	18.41	341.91	13988	34.96	0.50
4077093	16.8592	343.9829	13943	35.26	0.50	101505	2	17.02	343.92	13682	35.26	0.50
4077160	14.2381	344.7085	7992	35.25	0.50	102848	2	14.20	344.73	7962	35.25	0.50
4077163	19.1239	350.1069	7656	35.31	0.50	109756	1	19.12	350.11	7656	35.31	0.50
4077217	-10.9891	322.4910	14335	35.85	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077226	13.4515	347.9789	5795	35.45	0.50	0	1	13.45	347.98	5795	35.45	0.50
4077239	-11.2656	322.8756	7296	34.99	0.50	201560	2	-11.38	323.04	7496	34.99	0.50
4077243	-10.6770	323.7549	15619	36.89	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077253	-12.8513	321.6127	13444	36.86	0.50	200853	3	-12.86	321.61	14265	36.53	0.29
4077254	-10.9615	323.7712	15112	37.61	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077276	-11.8596	323.5465	15523	37.54	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077282	-10.8486	324.8578	15112	36.36	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077286	-11.1356	324.6728	15114	36.17	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077292	18.1333	358.4749	15960	36.46	0.50	0	1	18.13	358.47	15960	36.46	0.50
4077293	-11.4390	324.5135	13252	36.99	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077298	-13.2545	322.4475	6694	36.07	0.50	0	1	-13.25	322.45	6694	36.07	0.50
4077309	-11.0595	325.2405	14699	36.15	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077319	-11.1974	325.1926	15122	36.67	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077320	-12.5350	323.5799	14663	36.74	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077321	-11.1319	325.3090	14974	37.18	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077322	19.6441	1.8380	13745	35.93	0.50	0	1	19.64	1.84	13745	35.93	0.50
4077324	-10.3247	326.3540	14413	35.69	0.50	204105	1	-10.32	326.35	14413	35.69	0.50
4077337	-11.0412	325.7450	15110	36.49	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077351	-11.9161	325.0357	14209	35.90	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077355	-10.4567	326.9030	4929	33.85	0.50	200094	12	-11.27	327.30	4703	33.81	0.22
4077363	-11.5807	325.6036	14648	36.76	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077367	-12.5315	324.4611	15203	35.90	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077430	-10.5031	328.4320	14516	36.11	0.50	0	1	-10.50	328.43	14516	36.11	0.50
4077433	-10.1148	328.9751	15614	37.47	0.50	200393	5	-9.81	329.44	14268	36.69	0.20
4077443	-10.6921	328.5973	5455	33.92	0.50	211285	1	-10.69	328.60	5455	33.92	0.50
4077449	-11.8626	327.1783	15923	37.48	0.50	200636	4	-12.44	327.03	14490	36.59	0.22
4077453	-12.7063	326.1164	14868	36.78	0.50	200030	22	-11.47	324.51	14606	36.71	0.08
4077456	-11.9884	327.2881	9774	35.26	0.50	0	1	-11.99	327.29	9774	35.26	0.50
4077457	-11.0265	328.6476	14339	36.81	0.50	203991	1	-11.03	328.65	14339	36.72	0.35
4077462	-10.1756	329.8794	14678	36.60	0.50	200393	5	-9.81	329.44	14268	36.69	0.20
4077464	-10.6912	329.2290	15187	36.39	0.50	200393	5	-9.81	329.44	14268	36.69	0.20
4077466	-12.2340	327.1824	14770	37.37	0.50	200636	4	-12.44	327.03	14490	36.59	0.22
4077473	-11.3103	328.5691	15250	36.63	0.50	203991	1	-11.31	328.57	15250	36.72	0.35
4077490	-14.9650	323.9843	7826	35.30	0.50	209474	1	-14.97	323.98	7826	35.30	0.50
4077495	-12.5678	327.5318	9689	35.10	0.50	200437	5	-13.12	327.18	9961	35.42	0.22
4077496	-12.9234	327.0886	9767	34.77	0.50	200437	5	-13.12	327.18	9961	35.42	0.22
4077504	-13.8973	325.8249	14909	37.15	0.50	0	1	-13.90	325.82	14909	37.15	0.50
4077507	-14.1306	325.5312	14891	36.76	0.50	0	1	-14.13	325.53	14891	36.76	0.50
4077519	-12.2092	329.0935	14553	36.24	0.50	0	1	-12.21	329.09	14553	36.24	0.50
4077532	-15.1383	325.6200	12890	35.47	0.50	201749	2	-15.19	325.89	12754	35.47	0.50
4077541	-12.3516	330.2751	14336	36.42	0.50	0	1	-12.35	330.28	14336	36.42	0.50
4077543	16.8820	12.9053	8272	35.99	0.50	100882	3	17.10	12.76	8454	35.86	0.35
4077544	-14.5358	327.1015	14551	36.21	0.50	204467	1	-14.54	327.10	14551	36.21	0.50
4077546	16.3536	12.2843	8459	36.17	0.50	0	1	16.35	12.28	8459	36.17	0.50
4077547	-17.0637	323.1615	14424	37.53	0.50	0	1	-17.06	323.16	14424	37.53	0.50
4077579	19.4958	20.3074	8412	35.52	0.50	100028	23	19.45	21.06	8693	35.39	0.15
4077598	-16.1926	325.8984	13090	36.38	0.50	0	1	-16.19	325.90	13090	36.38	0.50
4077609	11.8782	9.2723	15759	36.36	0.50	104125	1	11.88	9.27	15759	36.36	0.50
4077632	-17.0645	325.5984	12764	35.80	0.50	200175	10	-17.40	325.63	12864	36.27	0.15
4077636	-17.1644	325.5393	13093	36.60	0.50	200175	10	-17.40	325.63	12864	36.27	0.15
4077664	-18.4182	325.1020	12683	36.28	0.50	0	1	-18.42	325.10	12683	36.28	0.50
4077673	-18.1658	326.0281	13100	36.37	0.50	200175	10	-17.40	325.63	12864	36.27	0.15
4077681	13.6939	21.5821	7959	34.72	0.50	103144	2	13.91	21.48	7938	34.93	0.35
4077690	-17.9566	327.6265	14536	35.29	0.50	200290	6	-18.31	328.09	14740	36.47	0.22
4077696	-18.1950	327.9604	8550	35.73	0.50	208801	1	-18.19	327.96	8550	35.73	0.50
4077700	-18.7589	326.9208	12015	36.21	0.50	0	1	-18.76	326.92	12015	36.21	0.50
