# group	groupSize	latGroup[deg]	longGroup[deg]	czGroupHelio[km/s]	muGroup	muGroupError
209202	1	-49.3709	132.5130	6132	34.73	0.40
204488	1	-66.3314	292.6950	14552	36.86	0.50
200251	7	-72.0139	286.2176	6914	35.16	0.31
211758	1	-65.6970	293.0180	4906	34.40	0.40
202649	2	-80.6930	263.4614	5668	34.44	0.16
201871	2	-77.4006	152.1549	13335	36.22	0.22
0	1	-13.6400	127.3500	5340	34.53	0.54
210241	1	-50.9485	133.3562	5193	34.23	0.40
0	1	-31.4700	129.7700	6840	35.28	0.40
201548	2	-63.0894	138.2936	13796	36.47	0.19
0	1	-62.2100	137.8800	5249	34.51	0.40
205017	1	-78.5503	158.8989	12482	36.07	0.50
200811	4	-57.4646	137.0967	2313	32.59	0.19
209809	1	-80.5458	261.9242	3838	33.12	0.40
0	1	-62.2100	138.4600	1739	31.88	0.30
200006	49	-28.7956	130.7080	4898	34.03	0.07
0	1	-57.2900	136.6000	10198	35.64	0.20
201476	2	-78.8823	270.1118	9902	35.25	0.28
201170	4	-75.4732	149.8221	15338	36.75	0.14
206894	1	-58.8438	136.4007	5467	34.35	0.40
200348	6	-79.4738	263.1439	5801	35.03	0.40
200184	8	-59.9860	140.0109	5315	33.75	0.22
0	1	-46.5700	133.3700	5129	34.07	0.40
0	1	-44.4300	132.8600	8566	35.50	0.40
208491	1	-70.7522	145.7535	5518	33.45	0.50
210275	1	-78.7234	270.7264	5912	35.01	0.50
208287	1	-81.9704	181.9539	5922	34.29	0.31
0	1	-49.8000	134.2800	643	30.73	0.54
202549	2	-22.0400	129.0441	5908	34.68	0.16
0	1	-61.8500	138.9500	3802	33.24	0.40
212194	1	-55.0886	136.0245	2247	32.51	0.30
208800	1	-44.0099	132.9866	8308	35.43	0.40
211532	1	-44.6773	133.1301	2518	33.24	0.30
200164	9	-52.5142	136.4180	2465	32.68	0.11
0	1	-80.4000	261.7100	10073	36.26	0.40
208468	1	-68.9113	144.3287	7947	35.51	0.50
0	1	-25.0700	129.6300	5096	34.60	0.40
0	1	-73.6100	282.4500	9204	35.44	0.50
212086	1	-60.9700	138.9109	2363	31.74	0.30
205422	1	-71.3000	147.1731	12802	34.72	0.50
0	1	-33.5900	131.0500	4203	33.22	0.40
200446	5	-62.5902	140.1302	8012	35.07	0.17
200011	43	-62.9890	142.7766	5321	34.21	0.07
209471	1	-73.2890	282.4283	7010	35.28	0.50
204580	1	-70.3994	146.9806	14863	36.26	0.50
206852	1	-79.8100	263.1405	9575	34.83	0.50
201273	3	-80.8867	254.6859	9257	34.91	0.28
0	1	-62.4900	140.3600	1995	32.65	0.40
200593	4	-59.8453	139.5280	9854	35.49	0.24
0	1	-59.8900	294.1500	5381	34.40	0.40
210376	1	-27.8381	130.3932	7045	35.37	0.40
210484	1	-82.7802	220.0389	5853	34.91	0.50
0	1	-70.8300	148.0800	13206	36.43	0.50
211317	1	-49.1790	135.1453	2472	32.02	0.30
206377	1	-77.6660	270.8174	10359	35.93	0.40
0	1	-46.3600	134.5000	5048	34.37	0.40
208303	1	-76.0948	158.1427	5765	34.33	0.50
0	1	-45.6000	134.3200	2446	32.59	0.30
200552	4	-53.5613	136.9845	14464	36.03	0.20
200258	7	-76.8732	272.4626	6101	34.46	0.22
202755	2	-30.1868	130.8977	10550	36.03	0.40
201335	3	-78.7387	264.7577	10471	35.15	0.31
203955	1	-72.8391	152.1252	15038	36.27	0.35
205272	1	-47.5442	135.1543	11070	35.85	0.40
205469	1	-68.9881	147.1696	12534	36.77	0.50
0	1	-65.4300	144.0400	1994	31.97	0.54
200392	5	-73.8441	155.0814	15149	36.74	0.29
200207	8	-67.6192	151.0477	1904	31.93	0.13
202662	2	-77.4006	269.6271	9340	36.43	0.35
0	1	-81.8900	202.0000	1604	31.60	0.30
208873	1	-64.9114	144.1081	5761	34.07	0.50
212171	1	-44.7893	134.8436	2589	33.43	0.54
201026	3	-69.6123	148.5335	14807	35.61	0.35
0	1	-77.9500	266.5700	5911	34.00	0.40
208573	1	-71.1656	151.0689	6992	35.07	0.50
201129	3	-78.3317	262.9575	5610	34.30	0.25
204872	1	-64.6827	144.2358	14125	35.85	0.35
201212	3	-47.2128	135.1705	6446	34.63	0.40
202620	2	-79.3371	174.8356	10076	35.67	0.35
209743	1	-80.2581	181.5298	5485	33.93	0.31
202972	2	-49.9274	136.5460	9501	35.78	0.40
200678	4	-66.0973	144.9275	14324	36.70	0.25
211541	1	-30.6878	131.8849	4037	33.68	0.30
209702	1	-25.1276	130.8969	5196	33.98	0.30
204524	1	-76.6916	164.2983	13910	35.92	0.50
0	1	-30.2000	131.9000	6407	34.30	0.40
205030	1	-80.7870	191.1894	12737	35.21	0.50
0	1	-27.8900	131.6600	2660	34.29	0.54
210435	1	-48.0817	136.6120	6378	34.60	0.40
0	1	-28.5500	131.8800	6606	35.59	0.40
210914	1	-50.6633	137.6081	5795	33.77	0.40
0	1	-30.1500	132.3300	6336	34.61	0.40
209060	1	-16.7516	129.9214	5239	33.70	0.40
212136	1	-21.0083	130.8470	2788	31.61	0.40
202098	2	-72.6364	277.9002	6684	35.16	0.31
201218	3	-44.9198	135.9566	13048	36.37	0.40
211750	1	-80.0921	188.3084	1628	31.37	0.30
204193	1	-75.9842	165.4026	14030	36.32	0.50
0	1	-64.8600	288.3400	3640	32.96	0.40
0	1	-80.4400	193.3800	5790	34.76	0.40
211362	1	-44.6602	136.2433	2801	33.36	0.30
202769	2	-47.5657	137.2960	4502	33.89	0.15
200750	4	-81.1989	213.5452	5799	34.66	0.50
202087	2	-73.7373	275.9066	6485	34.71	0.40
208952	1	-73.2318	275.7985	8246	35.39	0.50
202382	2	-78.7060	181.7004	15672	36.50	0.29
202007	2	-68.4349	151.5254	12321	36.18	0.35
0	1	-78.4600	255.8500	5306	33.61	0.40
200747	4	-72.2976	157.8763	5309	34.12	0.29
0	1	-37.4600	300.5600	1759	31.95	0.40
0	1	-63.2600	288.8900	6764	35.74	0.50
0	1	-48.2800	138.3300	2768	32.73	0.30
0	1	-58.1600	143.0500	1705	31.91	0.30
200185	8	-76.9193	261.6426	8865	35.32	0.35
0	1	-57.6800	142.9500	3530	32.94	0.40
204666	1	-71.5287	278.1046	14378	35.62	0.50
0	1	-31.3300	133.6100	-182	24.79	0.10
211579	1	-78.3370	254.0086	3803	33.63	0.40
200741	4	-61.9423	145.9251	4712	33.65	0.50
209577	1	-80.2935	206.0814	5799	34.81	0.40
211421	1	-74.6528	165.8818	5490	34.78	0.40
211257	1	-6.9465	129.1192	5765	34.22	0.40
206031	1	-79.8397	199.9181	12089	36.20	0.50
212374	1	-73.1214	273.6771	396	28.02	0.20
0	1	-73.1800	273.0800	7299	35.18	0.40
209598	1	-69.9272	156.4755	5859	34.62	0.50
210967	1	-49.4809	139.6618	5822	34.07	0.40
210250	1	-76.7094	259.8070	5859	33.97	0.40
204697	1	-62.0751	147.6734	13368	35.45	0.50
212146	1	-45.7053	138.6169	657	29.95	0.20
200176	8	-73.0025	164.1094	12070	36.27	0.19
0	1	-29.9000	134.0600	6636	35.05	0.40
205506	1	-73.9204	166.6064	12079	35.51	0.50
200885	3	-69.0548	156.2387	12069	36.10	0.13
211623	1	-55.1805	143.1894	3168	32.82	0.17
200368	6	-71.7387	274.4645	6409	34.43	0.31
201519	2	-65.3474	151.3859	11432	35.49	0.35
205763	1	-71.8213	161.7078	11954	36.33	0.50
0	1	-29.3600	134.2100	5469	34.31	0.30
205176	1	-20.3701	132.2370	11103	35.84	0.17
211469	1	-53.5234	142.7444	4298	33.83	0.40
208060	1	-77.9747	248.3767	9034	35.54	0.40
205151	1	-75.6826	174.8962	10563	35.50	0.50
206658	1	-77.1916	182.9745	9694	35.37	0.50
201049	3	-33.6382	301.1721	4742	34.10	0.28
202509	2	-79.1775	230.6576	5848	35.63	0.40
0	1	-68.9600	157.7600	7502	35.89	0.50
0	1	-27.9900	134.2300	4841	34.17	0.40
200852	3	-64.6897	153.6230	11205	35.67	0.29
201134	3	-79.1544	223.3777	5841	34.49	0.23
211574	1	-55.0971	144.4501	3311	32.68	0.40
209901	1	-27.1660	134.2559	5500	34.04	0.30
0	1	-65.4400	153.4900	2125	32.38	0.30
0	1	-46.6800	140.3700	8140	35.53	0.40
211102	1	-52.9144	143.4468	5313	33.59	0.40
210947	1	-69.5138	159.9444	5296	34.41	0.50
212318	1	-65.4091	153.8898	1528	31.40	0.30
211682	1	-52.3462	143.4298	4299	33.52	0.40
212108	1	-27.7777	302.7685	2429	32.06	0.54
0	1	-53.6400	144.3800	5494	34.25	0.40
205258	1	-38.7086	137.9083	13308	36.33	0.40
211414	1	-48.4069	141.7591	2988	33.26	0.30
212058	1	-47.3463	141.6067	856	30.48	0.22
0	1	-42.9100	139.5900	2795	32.64	0.30
211293	1	-75.2159	178.5930	4956	34.33	0.40
0	1	-52.5800	144.1100	9330	36.43	0.40
209936	1	-72.6688	268.5119	7861	35.03	0.50
209696	1	-56.1976	146.8688	5425	34.27	0.23
208004	1	-70.0050	274.9934	6459	35.23	0.28
201377	3	-76.7898	248.6625	3776	33.15	0.50
208464	1	-51.8571	143.9384	5537	33.93	0.40
0	1	-38.8900	138.3900	9920	36.29	0.40
200756	4	-63.6958	154.1704	5419	34.65	0.50
0	1	-47.8200	142.2000	8017	34.21	0.40
0	1	-48.5800	142.6600	10238	35.73	0.40
209891	1	-43.5855	140.4668	4602	34.08	0.40
205870	1	-72.5966	267.3606	10102	35.68	0.31
210328	1	-23.9879	134.4143	5654	34.39	0.40
210497	1	-66.7690	158.2573	5431	34.44	0.50
205601	1	-77.1777	196.7073	12019	36.09	0.50
210992	1	-76.4640	190.2673	5935	34.93	0.50
0	1	-70.2900	273.0800	394	28.30	0.20
0	1	-29.3800	135.9800	11219	36.42	0.54
0	1	-71.6000	269.6900	6364	35.10	0.40
203556	1	-68.7304	162.2770	15680	36.94	0.29
0	1	-56.8300	148.2200	5356	34.27	0.40
0	1	-32.5700	137.0500	7848	35.06	0.40
200003	63	-25.0692	136.6503	4882	34.12	0.06
200166	9	-49.8861	144.3438	5298	34.01	0.13
0	1	-55.9200	147.9100	1797	31.83	0.54
200734	4	-71.1236	169.0385	5429	34.49	0.50
0	1	-36.7100	138.7000	3122	33.28	0.40
200197	10	-47.5154	144.1897	5106	34.17	0.16
0	1	-72.2400	266.1100	10005	35.42	0.40
0	1	-71.5400	170.6000	10185	35.71	0.50
0	1	-33.9000	137.9500	337	29.36	0.20
206028	1	-76.2561	244.4337	8725	35.34	0.40
0	1	-73.3200	177.2400	5173	34.90	0.40
204424	1	-76.1474	193.5223	13607	35.40	0.50
212375	1	-33.7780	138.0288	429	29.25	0.14
200065	14	-28.2041	137.0068	10969	35.72	0.11
202973	2	-65.7597	279.5091	6346	34.46	0.40
208526	1	-76.6105	201.7195	4555	33.26	0.50
207641	1	-71.9045	173.6453	5575	34.00	0.50
201103	3	-62.5793	156.8401	5220	34.51	0.19
200365	7	-38.8555	140.5405	2864	32.27	0.16
210874	1	-71.2486	171.9110	5240	34.41	0.40
201991	2	-59.2995	287.1700	6161	34.75	0.50
0	1	-28.7100	136.8700	156	28.61	0.20
201225	3	-70.3785	173.1377	1505	32.07	0.22
205765	1	-75.7512	194.6141	11958	35.90	0.40
210989	1	-77.0234	217.7808	4126	34.29	0.40
0	1	-44.1700	142.7100	4975	33.92	0.40
202671	2	-65.0870	159.5329	5318	34.98	0.50
200788	4	-33.4392	138.2708	3583	32.93	0.28
200785	4	-66.6153	162.8923	5316	34.42	0.50
202580	2	-54.0864	147.9687	1536	31.32	0.30
210769	1	-69.4785	168.4709	5536	34.61	0.40
209048	1	-74.5634	251.7319	5747	34.39	0.50
0	1	-42.3400	142.1700	5184	33.86	0.40
201167	3	-68.1381	164.7276	1856	31.56	0.30
0	1	-68.9500	272.1600	-52	23.13	0.12
0	1	-28.1500	137.1500	25928	37.64	0.40
0	1	-64.9300	160.3300	2130	33.03	0.30
203564	1	-59.0013	153.3010	17736	36.93	0.17
0	1	-42.3800	142.4900	4945	33.81	0.40
0	1	-64.0300	159.2300	1639	32.63	0.54
203909	1	-72.5991	179.5911	14918	35.45	0.50
208043	1	-76.1005	204.6345	9177	35.67	0.31
0	1	-76.0600	235.8400	4071	33.77	0.40
202916	2	-51.7150	147.4331	5544	34.80	0.40
200577	4	-74.2190	250.8415	10157	35.54	0.40
0	1	-45.3000	144.6900	5091	34.07	0.40
200261	7	-58.6119	285.4018	5904	34.05	0.29
200689	4	-42.2688	143.7391	5088	33.37	0.40
201112	3	-64.6592	279.0461	6263	34.67	0.40
200259	8	-53.4649	150.7774	5356	34.19	0.18
0	1	-42.6600	143.5500	6907	34.43	0.40
202604	2	-72.1817	180.2895	11998	35.68	0.35
0	1	-43.4200	143.9300	5118	33.33	0.40
0	1	-43.2100	143.8500	4763	34.53	0.40
209725	1	-21.8681	136.0634	5597	33.74	0.30
209144	1	-58.1616	154.1442	8184	35.79	0.40
210108	1	-49.7626	147.7097	5901	34.78	0.40
0	1	-42.6700	144.0800	8205	35.20	0.40
0	1	-42.5600	144.0600	11356	35.13	0.40
200438	5	-54.9291	152.0622	5312	34.58	0.28
212325	1	-74.7306	200.4281	1798	32.82	0.54
0	1	-46.7400	146.2900	7665	35.51	0.40
109260	1	11.0054	127.6273	2935	33.37	0.54
208490	1	-62.5528	160.1302	5287	33.73	0.50
212210	1	-66.2979	166.3110	1648	31.60	0.30
0	1	-42.4500	144.2000	11442	36.03	0.40
211583	1	-44.9773	145.4962	4694	34.26	0.40
210309	1	-68.6336	269.2030	5765	34.73	0.40
204897	1	-58.8370	155.7290	13652	36.43	0.17
211661	1	-60.3976	157.6793	4443	33.72	0.40
0	1	-68.2700	171.1800	1856	32.28	0.30
209684	1	-59.0283	156.2324	6729	35.12	0.40
202482	2	-45.4242	146.0449	7874	35.18	0.40
210175	1	-66.4362	167.4792	5365	34.77	0.40
200327	6	-56.9024	286.4275	6254	33.83	0.23
210365	1	-74.4333	240.0551	5670	34.40	0.40
0	1	-72.3000	255.0600	11114	35.65	0.40
204485	1	-65.6914	166.2113	14864	36.57	0.50
211737	1	-54.6137	152.4730	4765	34.57	0.40
206545	1	-73.5029	247.8110	9936	35.85	0.40
210421	1	-56.6760	154.3988	6292	34.47	0.40
0	1	-65.3100	275.6300	14331	37.10	0.50
202812	2	-71.5852	258.9089	5524	34.74	0.40
200377	6	-35.5251	141.9329	4996	33.93	0.18
201209	3	-57.9727	156.2033	6918	34.51	0.40
100336	6	8.9334	129.4306	3274	32.81	0.54
0	1	-65.2100	166.1400	4789	32.88	0.40
209641	1	-45.6643	146.9314	4594	33.34	0.40
210861	1	-29.7245	139.7610	4418	33.67	0.30
211728	1	-63.3246	163.4925	1362	31.48	0.26
200140	10	-28.9903	139.9351	5179	34.32	0.54
200106	11	-59.3525	158.5871	12681	36.27	0.19
0	1	-73.1800	246.6400	10454	36.03	0.40
201127	3	-39.0118	143.3763	4967	33.75	0.40
201832	2	-74.2177	209.0412	4352	34.27	0.50
202706	2	-74.1506	234.2243	5511	34.47	0.40
202520	2	-22.8009	137.6041	4173	33.55	0.30
211508	1	-50.7592	150.7978	4742	34.00	0.40
202901	2	-41.0216	144.3880	2465	32.57	0.30
201926	2	-73.5710	242.9567	4966	33.43	0.40
0	1	-31.5900	140.9000	197	28.56	0.18
202637	2	-60.4023	160.8241	8642	34.83	0.50
210546	1	-74.3045	222.6377	4963	34.22	0.40
202057	2	-62.7913	278.3840	6282	35.21	0.50
0	1	-37.5900	143.8200	12526	36.20	0.40
0	1	-51.2700	152.0200	7593	35.14	0.40
202609	2	-55.4897	155.9820	6360	34.70	0.23
0	1	-36.2300	143.4300	2835	32.48	0.40
0	1	-67.8000	175.7200	16087	36.89	0.50
202717	2	-12.8604	134.8991	7414	35.34	0.40
0	1	-53.6300	154.2900	4754	34.03	0.40
209626	1	-43.6860	147.2805	7973	35.19	0.40
200374	6	-33.8723	142.2154	5043	34.40	0.40
202291	2	-22.5296	138.2131	5709	33.64	0.30
212029	1	-43.4116	147.1702	2101	31.68	0.30
202730	2	-61.2782	279.3346	5932	34.70	0.28
209868	1	-73.1804	203.8285	4964	34.22	0.40
210341	1	-64.7981	169.4636	5339	34.38	0.17
202836	2	-17.7925	136.8402	9034	36.14	0.30
207194	1	-48.8525	151.2093	7731	34.91	0.40
0	1	-22.9600	138.7300	5181	34.75	0.40
205940	1	-25.6665	139.7027	11909	35.04	0.24
200262	7	-30.7181	141.7645	4844	33.72	0.40
0	1	-50.1000	152.1800	5751	35.32	0.40
205702	1	-45.8036	149.2443	7769	34.94	0.28
210950	1	-25.5612	139.7304	4415	34.09	0.30
202974	2	-44.7795	294.5734	8146	34.88	0.40
201274	3	-49.3309	152.1416	9208	35.37	0.23
0	1	-59.4200	162.0100	11611	37.50	0.50
201362	3	-69.1640	260.5902	5298	33.84	0.40
0	1	-32.9200	142.8800	4966	34.36	0.40
206462	1	-73.0138	233.3101	10682	35.87	0.40
0	1	-56.1200	158.2200	6814	35.35	0.40
202902	2	-16.2906	136.8083	5171	33.64	0.30
210970	1	-17.6501	137.6275	5556	34.20	0.40
0	1	-49.4900	152.5100	8025	35.49	0.40
0	1	-16.9900	137.1500	5489	33.92	0.54
0	1	-71.9000	243.9100	9601	36.15	0.50
208790	1	-49.4133	291.1132	8076	35.61	0.40
0	1	-17.1400	137.3100	8473	34.90	0.40
211282	1	-31.5736	142.7501	4962	33.99	0.40
208030	1	-72.5215	208.7524	9636	35.74	0.40
210774	1	-47.5567	151.5554	1735	31.83	0.28
209737	1	-44.5097	149.5325	4428	34.08	0.30
202241	2	-51.6819	154.8691	3461	33.97	0.21
0	1	-40.2400	147.0600	5206	34.46	0.40
209266	1	-21.6629	139.0493	4244	33.82	0.30
210848	1	-50.1958	153.8101	3458	33.62	0.28
200518	5	-22.6284	140.0936	4507	33.63	0.17
208090	1	-72.0300	205.3242	5441	34.15	0.18
211939	1	-64.6387	173.1551	1909	31.62	0.21
0	1	-37.7400	146.0600	8315	35.31	0.40
0	1	-38.0600	146.2400	5153	34.05	0.40
200771	4	-63.1514	169.9251	3928	32.78	0.50
0	1	-47.4200	152.0800	4582	34.07	0.40
200508	5	-42.6180	149.6685	8120	35.43	0.23
211403	1	-22.1551	139.4956	5523	34.41	0.40
210547	1	-72.0438	236.5636	3383	33.68	0.40
0	1	-18.9300	138.3900	4368	33.58	0.54
201357	3	-50.1363	154.5932	7273	34.84	0.40
202694	2	-71.5159	202.3781	5556	34.64	0.40
0	1	-21.7400	139.4200	7243	34.50	0.40
0	1	-55.8900	159.9500	3559	34.04	0.40
211255	1	-71.3677	201.4520	4294	34.19	0.50
211866	1	-51.8465	155.9832	4568	34.78	0.40
0	1	-71.5100	203.2900	5226	34.73	0.40
205855	1	-41.0490	296.2687	8148	35.24	0.31
200267	7	-61.9713	168.8930	12987	36.29	0.17
200177	8	-25.0378	140.7957	13863	36.24	0.17
201282	3	-69.3038	254.4230	5253	34.60	0.40
0	1	-41.6500	148.7300	4310	33.32	0.40
202229	3	-57.1974	162.5629	5965	34.18	0.35
0	1	-21.5300	139.5400	7210	34.97	0.40
205948	1	-58.0093	163.0034	8106	34.86	0.50
208470	1	-70.8884	244.9760	6275	34.39	0.40
208914	1	-42.7381	295.1698	8087	35.51	0.35
202612	2	-28.5691	142.2251	5136	33.41	0.40
209251	1	-25.9428	141.3489	6175	34.84	0.30
0	1	-61.9000	169.3200	5039	34.46	0.40
202738	2	-70.3240	195.9865	4352	34.56	0.40
0	1	-69.5000	191.5400	5026	34.10	0.40
0	1	-44.4500	150.8300	4413	34.46	0.40
206702	1	-70.4114	197.0982	9401	35.38	0.40
211600	1	-30.3562	143.2821	4914	34.70	0.40
200360	6	-58.6324	164.7214	11092	35.75	0.22
204587	1	-62.7698	274.2326	14417	35.61	0.50
205093	1	-57.2990	162.7056	12219	35.32	0.50
0	1	-41.8200	149.3500	4245	34.46	0.40
0	1	-63.1200	272.6700	13840	35.93	0.50
212184	1	-69.7526	194.5723	2475	33.31	0.30
0	1	-27.0100	142.1000	40	28.17	0.20
0	1	-48.3400	154.1400	8213	35.47	0.40
0	1	-44.7200	293.6800	8002	35.16	0.40
201421	2	-66.8683	181.9520	16788	37.10	0.35
0	1	-69.4200	193.5000	10431	35.76	0.40
211394	1	-33.4470	145.1578	4794	33.57	0.40
206857	1	-41.7602	149.6702	11024	35.87	0.23
212370	1	-31.5287	144.3897	592	29.73	0.28
207222	1	-65.9436	180.5141	9661	35.53	0.35
209911	1	-71.1631	230.4468	3562	33.92	0.28
200870	3	-49.8161	155.9127	17630	37.25	0.40
200783	4	-62.3635	171.6608	4922	33.54	0.40
0	1	-62.2300	273.5600	13932	36.61	0.50
210634	1	-66.1467	181.5145	5009	34.33	0.50
205199	1	-62.0425	171.6046	12642	35.90	0.40
211159	1	-28.1195	143.0659	5276	34.22	0.30
201370	3	-26.9624	143.1118	4789	34.53	0.28
203722	1	-69.8912	199.0122	15919	36.60	0.16
0	1	-36.8400	147.4300	4419	33.88	0.40
211446	1	-68.5061	191.5491	4311	33.77	0.40
211777	1	-51.1329	157.5502	1562	31.09	0.45
0	1	-44.2200	152.0000	6582	35.52	0.40
0	1	-33.8600	146.0000	5104	33.88	0.40
206360	1	-68.9491	194.4386	10317	34.95	0.50
200013	54	-17.1731	140.9620	5726	34.46	0.12
205454	1	-66.2451	183.0861	11318	34.72	0.50
212236	1	-64.9808	179.6524	1906	31.62	0.30
211794	1	-30.6786	144.5998	2995	32.47	0.26
205375	1	-58.8282	167.5333	12649	36.66	0.50
200784	4	-43.3386	152.4534	3814	33.50	0.20
201196	3	-54.1417	284.8232	8763	35.57	0.29
207884	1	-45.4552	292.5796	8143	35.13	0.50
211212	1	-27.4912	143.6047	6062	34.97	0.30
209290	1	-63.4878	269.0152	6316	35.28	0.50
0	1	-70.8000	220.0100	4912	34.14	0.40
212061	1	-44.4972	153.2467	3614	32.08	0.40
0	1	-22.2700	141.4400	8994	35.85	0.17
206752	1	-70.4690	213.8569	10786	35.81	0.40
0	1	-53.0300	285.5500	14480	36.39	0.50
201051	3	-60.9165	172.4709	5183	34.32	0.23
0	1	-28.7100	144.3500	4734	34.22	0.40
0	1	-51.6900	159.7300	5801	35.38	0.40
0	1	-68.2400	195.4600	1607	31.51	0.30
201235	3	-68.3154	201.9867	1573	31.73	0.17
210856	1	-66.7819	189.0143	4337	34.27	0.40
210253	1	-29.9726	145.2586	4987	34.44	0.40
200683	4	-66.6946	256.9115	5078	34.22	0.31
212130	1	-68.4062	197.6998	2339	32.42	0.30
200640	4	-54.7241	282.0032	9152	35.43	0.26
0	1	-48.7700	157.5500	7210	35.13	0.40
0	1	-49.8000	158.5800	1625	32.22	0.54
207399	1	-68.6255	200.6258	9919	35.52	0.50
0	1	-43.7000	153.8300	7832	35.43	0.40
0	1	-33.1500	147.3100	4529	33.34	0.40
202196	2	-41.0315	152.0465	4035	33.25	0.28
211693	1	-59.5474	171.7742	2284	32.34	0.30
207057	1	-25.8910	143.8996	3978	33.11	0.30
208886	1	-62.6911	178.4601	5225	33.43	0.50
0	1	-68.3400	247.0700	4898	34.13	0.40
0	1	-30.0500	145.9400	4791	33.80	0.40
0	1	-45.0700	155.2300	3806	33.66	0.40
0	1	-55.6400	166.2200	1541	32.11	0.54
212013	1	-17.4151	140.3822	528	29.80	0.16
209142	1	-30.4471	146.2676	5090	34.58	0.40
200688	4	-66.9449	197.6420	9943	35.62	0.20
200112	23	-32.6634	148.3504	10125	35.74	0.28
202804	2	-60.4701	175.0314	9475	35.86	0.35
200021	29	-30.5174	147.4066	10264	36.28	0.23
200122	24	-21.7787	142.8330	10874	35.72	0.19
0	1	-50.5100	161.0000	8281	35.20	0.40
212342	1	-56.5506	168.6133	1338	31.50	0.40
205068	1	-35.7096	149.8663	10121	36.77	0.40
207203	1	-36.8273	150.5944	10296	36.19	0.40
0	1	-14.3500	139.6800	5193	33.75	0.30
211703	1	-68.9179	214.2241	4862	33.23	0.40
0	1	-34.9500	149.5900	4194	34.38	0.40
204211	1	-65.5599	190.9805	15284	36.33	0.50
212008	1	-38.9568	152.1563	1507	31.04	0.30
201643	2	-68.3307	209.0641	16142	36.44	0.22
202419	2	-54.7371	167.3220	6344	34.89	0.40
0	1	-61.7300	179.7600	2106	32.53	0.30
212258	1	-68.4602	210.6856	1558	31.15	0.30
200040	19	-34.4061	150.4753	9495	35.58	0.13
0	1	-65.2300	190.7200	6884	34.55	0.40
200205	8	-37.3004	151.7398	4161	33.48	0.23
212296	1	-25.1743	144.8854	553	29.69	0.13
0	1	-61.7100	180.6800	2099	31.43	0.30
200257	7	-52.6243	171.2483	1328	31.53	0.13
202179	2	-53.9712	166.5918	12256	36.27	0.40
0	1	-35.7800	150.8500	9069	35.29	0.40
0	1	-62.0000	267.1300	5505	34.27	0.40
210097	1	-34.4801	150.1644	6370	34.92	0.40
200472	5	-26.8710	145.9436	5213	33.18	0.30
211110	1	-68.4374	231.4872	4645	33.77	0.50
0	1	-41.2100	154.6600	4098	33.79	0.40
209759	1	-66.2985	198.1528	4945	33.73	0.28
200271	7	-61.8680	182.1899	4616	33.88	0.35
209293	1	-65.4660	254.7762	5357	34.10	0.40
201280	3	-32.0545	148.6357	5139	33.49	0.40
0	1	-29.9800	147.7800	1019	31.49	0.40
0	1	-68.3500	229.0500	4914	34.59	0.40
0	1	-12.1900	139.5800	5299	34.14	0.40
200194	8	-64.5469	257.8072	5331	34.35	0.35
212279	1	-32.4937	149.4599	1913	32.43	0.30
200602	4	-54.5341	280.1974	9260	35.86	0.35
0	1	-66.5300	202.3600	4847	34.27	0.40
220041	11	-25.2745	146.7861	4700	34.26	0.16
0	1	-67.9900	230.5900	4611	33.65	0.40
207659	1	-57.3695	173.7207	8933	35.99	0.50
202337	2	-56.1036	171.6896	5777	34.26	0.15
200807	4	-19.2415	145.0060	598	30.12	0.17
0	1	-50.8100	164.5100	6472	34.16	0.40
210193	1	-18.6097	142.7486	5814	34.07	0.30
209549	1	-52.7185	167.1584	7302	35.14	0.40
205766	1	-65.0807	195.8303	9874	35.97	0.29
208263	1	-63.4529	260.4405	5345	33.48	0.50
200098	12	-52.8564	167.8241	6475	34.13	0.21
207684	1	-19.5054	143.2546	8018	35.15	0.15
202728	2	-60.4236	180.2265	4848	33.77	0.50
0	1	-37.7100	153.3700	975	31.58	0.30
205361	1	-54.6955	170.3001	11333	35.77	0.50
205447	1	-64.7169	195.1129	8669	34.77	0.50
212357	1	-22.9958	145.0889	597	30.20	0.30
200526	5	-35.6329	152.3339	9025	35.85	0.40
0	1	-53.1000	168.3100	6138	34.47	0.20
0	1	-67.3800	234.1300	10669	35.21	0.40
0	1	-33.9100	151.2200	5585	34.28	0.40
200740	4	-60.9762	183.8351	4606	34.06	0.26
0	1	-61.5900	185.1300	4469	33.10	0.40
209953	1	-34.6946	151.8479	5431	34.29	0.40
201272	3	-35.7212	153.1302	4234	33.40	0.13
202279	2	-48.2673	162.9792	8274	34.90	0.28
201057	3	-65.8368	200.6860	9945	35.62	0.50
200780	4	-25.1422	146.5383	9770	35.89	0.40
208804	1	-64.0568	194.0765	7485	34.49	0.50
210449	1	-14.7801	141.5934	5077	34.20	0.30
211083	1	-28.4290	148.3954	1543	30.92	0.30
200527	5	-62.3500	189.3679	4612	33.80	0.26
204609	1	-53.8099	170.5667	14754	36.17	0.29
201260	3	-23.6640	145.8142	3667	32.90	0.30
201208	3	-36.7600	154.0652	8619	35.39	0.28
200208	8	-58.3386	181.7031	1468	31.33	0.14
201308	3	-20.8507	144.7790	3851	32.82	0.40
208618	1	-43.7866	159.0959	7946	34.58	0.40
206509	1	-40.9893	293.8281	8268	34.57	0.50
0	1	-63.9200	196.1700	9650	35.91	0.17
